id,title,website,opt_out_url,opt_out_guide_url,opt_out_guide_video_url,email,description,type,optery_support_tier,is_expanded_reach
21031,NorthCarolinaPublicRecords.org,http://northcarolinapublicrecords.org,https://www.truthfinder.com/opt-out/v2/submit/,,,,,People Search Site,Ultimate,False
21346,NorthDakotaCourtRecords.us,https://northdakotacourtrecords.us/,https://northdakotacourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
21434,NotariesCalifornia.com,http://notariescalifornia.com/,http://www.notariescalifornia.com/about,,,contact@licensedata.org,,People Search Site,Core,False
20534,Novalist,https://www.novalist.com/,,,,info@novalist.com,,Marketing,Core,True
26594,NumLooker,https://numlooker.com/,https://numlooker.com/remove-my-info,,,service@numlooker.com,"NumLooker is a reverse phone lookup service that allows users to identify unknown callers across the United States. By entering a phone number, individuals can access a report that may include the owner's name, age, address, email address, and potential relatives. The service aggregates data from over a billion public records to provide this information. While primarily used to identify unknown callers and avoid scams, the availability of this personal information poses privacy risks. The exposure of such data can make individuals more vulnerable to identity theft, stalking, and harassment. Bad actors could potentially use this information to create more convincing phishing attempts or for doxxing purposes. To protect their privacy, individuals should be cautious about the information they share publicly online and can request to have their information removed from NumLooker's database.",Phone Directory,Custom Removals,False
18581,NumLookup,https://www.numlookup.com/,https://www.numlookup.com/opt_out,,,hello@numlookup.com,,People Search Site,Core,False
21445,NumberGuru,https://www.numberguru.com/,https://www.numberguru.com/svc/optout/search/optouts/search_person_result,https://www.optery.com/numberguru-how-to-opt-out-of-numberguru-step-by-step-instructions/,,support@numberguru.com,"NumberGuru is owned by BeenVerified, a large data broker site. NumberGuru operates as a separate service with a distinct focus on reverse phone lookups. Both companies may use similar data sources and technologies to provide personal data for their services. It’s important to note that data brokers like NumberGuru often collect and sell personal information to third-party marketers, advertisers, and other entities. Users of sites like NumberGuru may not be aware that their personal information is being shared or sold without their consent. It’s always a good idea to review a data broker’s privacy policy and terms of service before using their services or providing any personal information.",People Search Site,Extended,False
27263,Numbercom,https://number.com,,,,privacy@TheNumber.com,"Numbercom operates as an online platform that virtualizes your mobile phone number, allowing you to use it for various communication services directly from a web browser. The service provides free messaging, chat, and file sharing, with plans to introduce voice and video capabilities, essentially moving mobile communication to an internet-based system while retaining the phone number as the user's identity. By linking your real phone number to this online service, you are entrusting it with your contact point and a key part of your personal identity. This creates potential privacy risks; if the platform is breached or the data is misused, your personal phone number could be exposed and linked to your online activities, increasing the danger of phishing, spam, and social engineering attacks. To mitigate these risks, individuals should be cautious about the personal information they share through the platform. It is also wise to limit the personal data shared publicly online and to remove your information from any services you no longer use.",Phone Directory,Custom Removals,False
17295,Nuwber,https://nuwber.com/,https://nuwber.com/removal/link,https://www.optery.com/nuwber-how-to-opt-out-and-remove-yourself-from-nuwber-step-by-step-instructions/,https://www.youtube.com/watch?v=q3pKr9EOTEQ,support@nuwber.com,"Nuwber is a people search site that provides easy access to your personal information through publicly available records. A simple search using a name, address or phone number on Nuwber will provide email addresses, phone numbers, bankruptcy information, liens, professional licenses, full names and aliases, date of birth, address and property history, financial information, as well as judgements and criminal records.",People Search Site,Ultimate,False
20526,OAN,https://www.oan.pl/,,,,privacy@oan.pl,,Marketing,Core,True
26471,OM's Small &#038; Medium Businesses Directory,https://www.omsmb.com/,,,,info@softsysinfo.com,"OM's Small & Medium Businesses Directory is an online platform that provides detailed listings of small and medium-sized businesses across various sectors. The directory allows users to find companies by industry, providing access to information such as business addresses, contact person names, phone numbers, and websites. Its primary function is to connect businesses with potential suppliers, service providers, and customers, covering a wide range of industries from manufacturing and construction to professional services and healthcare. While the focus is on business information, the inclusion of contact names and details for individuals within these companies presents privacy considerations. This data could be exploited by marketers for unsolicited outreach or by malicious actors for targeted phishing schemes and social engineering attacks. Individuals can protect themselves by being cautious about the business information they share publicly and by monitoring their online presence.",Business Search,Custom Removals,False
21103,OfficialUSA,http://www.officialusa.com,https://www.officialusa.com/opt-out/,,,support@officialusa.com,"The OfficialUSA is a data broker that collects and sells information about consumers. This information can include personal details like name, addresses, email, phone number, purchase history, credit score, and other financial information. This company has been the subject of several complaints from consumers who say that they did not give OfficialUSA permission to collect and sell their information. If you are concerned about online privacy, Optery can help you scan and remove your exposed private information from over 200 data broker sites like OfficialUSA. You can sign up for a free Exposure Scan or upgrade to one of our paid subscriptions and let our expert Privacy Agents help you with your removals.",People Search Site,Extended,False
16841,Ohio Arrests,https://www.ohioarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
26614,Ohio Resident Directory,https://www.ohioresidentdirectory.com/,,,,,"Ohio Resident Directory is a people search website that provides public records and demographic information specifically for residents of the state of Ohio. Users can search for individuals by name or address to find details such as their age, birth year, political party affiliation, and voter status. The site aggregates various public data points, creating profiles that can expose personal information and make individuals more susceptible to risks like identity theft, stalking, and online harassment. The ease of access to such information could be exploited by malicious actors for fraudulent purposes. To safeguard their privacy, individuals should be cautious about the information they share online and can request to have their information removed from the directory through an opt-out process.",People Search Site,Custom Removals,False
21104,Ohio Residents,https://www.ohioresidentdatabase.com/,https://www.ohioresidentdatabase.com/opt-out,https://www.optery.com/ohioresidents-how-to-opt-out-of-ohio-residents-step-by-step-instructions/,,,"OhioResidents is a website that provides access to the public records of individuals who live in the State of Ohio. These records include home addresses, phone numbers, political party affiliation, voting records, criminal records, net worth, and more. The site is intended to help people find the information they need about Ohio residents, but, the detailed personal information provided on the site can also be used by identity thieves. The information on the site is not verified and can be inaccurate. Concerned about online privacy? Optery offers scan and removal services for your exposed private information. We cover more than 200 data broker sites where you can find your information exposed. You can sign up for a free Exposure Scan and receive tools you can use to remove your information, or you can upgrade to one of our paid subscription and let our Opt Out Agents help you with the removals. If you are an Ohio resident and do not want your personal information exposed on the OhioResidents site, follow the Step-by-Step instructions on How to Opt Out of OhioResidents below.",People Search Site,Ultimate,False
21332,OhioCourtRecords.us,https://ohiocourtrecords.us/,https://ohiocourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
16838,Oklahoma Arrests,https://www.oklahomaarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
21331,OklahomaCourtRecords.us,https://oklahomacourtrecords.us/,https://oklahomacourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
26714,Old-Friends.co,https://old-friends.co/,,,,,"Old-Friends.co is an alumni-focused website designed to help people reconnect with former classmates from high schools across the United States and Canada. The service claims to host a database of over 200 million student records from approximately 30,000 schools, allowing users to search for their school and graduating class to find lists of fellow students. Unlike many social media platforms, it provides lifetime access to its services, such as messaging other members and participating in online reunions, for a one-time membership fee. The platform's primary function is to display names and school affiliations, which can expose personal information that individuals may prefer to keep private. This public listing of names, including potential maiden names, creates risks as it allows anyone to confirm a person's past associations, which could be exploited for stalking or unwanted contact. Malicious actors could use this information to build more comprehensive profiles for phishing schemes or social engineering attacks. To protect their privacy, individuals should limit the personal information they share on public forums and can request to have their name removed from the site's class lists.",People Search Site,Custom Removals,False
27264,OldPhoneBook.com,https://oldphonebook.com,,,,,"OldPhoneBook.com functions as a digital people search directory and reverse phone lookup service, allowing users to find individuals across the United States. The site provides access to historical and current personal information which may include full names, phone numbers, and addresses. This service makes it easy to reconnect with people from the past or identify unknown callers. However, the public availability of such personal data raises significant privacy concerns.
The exposure of this information can lead to various risks, including unwanted contact, doxxing, stalking, and harassment. Furthermore, malicious actors could potentially use this data for identity theft or fraudulent activities. The ease with which personal details can be accessed on platforms like this highlights the importance of digital privacy. To safeguard their information, individuals should be cautious about the personal data they share online and can request to have their listings removed from such databases through an opt-out process.",People Search Site,Custom Removals,False
20977,OnCore Leads,https://oncoreleads.com,https://oncoreleads.com/do_not_sell/,,,leads@oncoreleads.com,,B2B Lead Generation,Core,True
20528,OneMata,https://www.onemata.com/,,,,privacy@onemata.com,,Marketing,Core,True
20530,OneModel,https://www.onemodel.co/,,,,privacy@onemodel.co,,Marketing,Core,True
26435,"OneTrust, LLC",https://www.onetrust.com/,,,,privacy@onetrust.com,"OneTrust is a technology company that provides a comprehensive software platform focused on privacy, security, and data governance for other businesses. Its main service is helping organizations manage their data collection and comply with global privacy regulations such as GDPR and CCPA. The platform offers tools for managing user consent and preferences, automating data subject rights requests, and assessing third-party vendor risks, serving over 14,000 customers globally. While OneTrust provides the infrastructure to help its clients protect personal information, the platform is used to manage vast quantities of sensitive consumer data. A security failure or misuse of the platform by one of its many clients could potentially expose significant amounts of personal data, creating risks of identity theft, fraud, and other malicious activities. To protect their information, individuals should be cautious about the data they share with companies and review privacy policies to understand how their data is managed. People can also exercise their data protection rights by submitting access or deletion requests directly to the businesses that collect their information.",Profile Data Broker,Custom Removals,False
27265,OnlineSearches.com,https://onlinesearches.com,,,,privacy@peopleconnect.us,"OnlineSearches.com operates as a free directory, providing extensive links to public records for individuals across the United States. The service, which is powered by Intelius, allows users to access sensitive information that includes criminal records, addresses, phone numbers, property details, and civil judgments. While the initial directory is free, users are often directed to the paid services of its parent company, Intelius, for more comprehensive reports. The aggregation and easy accessibility of such personal data create significant privacy concerns, as it simplifies the process for malicious actors to gather information for purposes like identity theft, stalking, or harassment. The detailed profiles that can be built from this data pose a considerable risk to personal security. To mitigate these risks, individuals should be mindful of the information they share publicly and can request to have their data removed from such databases through an opt-out process.",People Search Site,Custom Removals,False
26588,OpenCorpData,https://opencorpdata.com/,,,,,"OpenCorpData operates as an open corporate business database, collecting and publishing information about various companies. This platform allows users to search for businesses and access details that are often part of the public record. The primary users of this service likely include individuals conducting market research, B2B sales professionals seeking leads, and anyone looking for information on specific companies. The data provided can offer insights into a company's structure and public presence. While much of the information is from public records, its aggregation on a single, easily searchable platform can create privacy risks. For small business owners or those who operate businesses from their homes, the publication of this data can blur the lines between professional and personal life, potentially exposing personal contact information or home addresses. This could lead to unsolicited marketing, spam, or in worse cases, could be exploited by malicious actors for fraud or doxxing. Individuals and business owners should be cautious about the information they make public. To protect themselves, they can request the removal of their information from the database through a contact form on the website.",Business Search,Custom Removals,False
26648,OpenCorporates Ltd,https://opencorporates.com/,,,,data.protection@opencorporates.com,"OpenCorporates aggregates and publishes public records for over 200 million corporate entities across 140 jurisdictions, creating the largest open database of company information in the world. The service is utilized by journalists, financial analysts, and compliance professionals for activities like due diligence and investigative reporting. It collects official data including company names, registered addresses, dates of incorporation, and the names of directors. While this information is sourced from public government registries, its consolidation in a single, easily searchable database poses privacy risks to business owners and directors. Personal details, such as names and addresses associated with a company, become readily accessible, which could be misused for doxxing, harassment, or identity theft. Individuals can mitigate these risks by using a registered agent's address instead of a personal one for company filings. Although the data is from public sources, one can request to have their information removed from the platform.",Business Search,Custom Removals,False
26268,OpenDataUSA,https://opendatausa.com/,,,,,"OpenDataUSA is a free people search engine that provides public data about individuals across the United States. The platform aggregates millions of public records to generate detailed personal profiles that are accessible to any user at no cost. Information exposed includes full names and aliases, age, current and past addresses, phone numbers, email addresses, relatives, social media profiles, property data, and professional licenses. The free and open accessibility of this sensitive personal information creates significant privacy risks, as it can be easily exploited by malicious actors for stalking, doxxing, identity theft, or harassment. By compiling comprehensive dossiers on individuals, the service makes it simpler to find and potentially target people. To mitigate these risks, individuals should be cautious about the personal information they share online and can request to have their data removed from the platform through its opt-out process.",People Search Site,Custom Removals,False
26706,OpenGov,https://opengovwa.com/,,,,reporting@opengov.com,"OpenGov provides a cloud-based software platform for state and local governments to enhance their operational efficiency and transparency. Through portals like opengovwa.com, the company makes a wide range of public records and government data for Washington state accessible to the public. This includes information on government budgets, spending, contracts, and the salaries of public employees. While the goal is to promote accountability, the detailed financial and personal information exposed can create privacy risks. For instance, public employee data, including names and salaries, could be exploited by malicious actors for identity theft, targeted phishing scams, or harassment. Individuals whose information is available on such platforms should be vigilant about their online presence and limit the amount of personal data they share elsewhere to minimize their exposure.",Business Search,Custom Removals,False
18608,OpenPeopleSearch,https://openpeoplesearch.com/,https://openpeoplesearch.com/Consumer,https://www.optery.com/openpeoplesearch-how-to-opt-out-of-openpeoplesearch-step-by-step-instructions/,,info@openpeoplesearch.com,"OpenPeopleSearch is a data broker providing the full names, birthdates, home addresses, email addresses, phone numbers and phone types, occupations, name of employers and many other personal details of individuals residing in all 50 states. OpenPeopleSearch uses 5700 local, state and federal government agencies as data sources. Combined, the OpenPeopleSearch data sources contain over 3.5 billion records.",People Search Site,Core,False
21442,OpenPublicRecords,https://www.open-public-records.com/,https://www.open-public-records.com/records_removal.htm,,,,"Open-Public-Records.com is a search engine that displays people’s social media accounts, photos, phone numbers, addresses, email addresses and court records just by initiating a simple search on their first and last name.",People Search Site,Extended,False
20525,Optimal Fusion,http://www.optimalfusion.com/,https://optimalfusion.com/do-not-sell-my-personal-information/,,,dataprotectionofficer@optimalfusion.com,,Marketing,Extended,False
26542,Orbitly,https://www.orbitly.io,https://optout.orbitly.io/ccpa-request-to-opt-out,,,CCPARequest@orbitly.io,"Orbitly is a data enrichment service designed to help businesses enhance their contact lists for marketing and sales purposes. The platform allows users to upload incomplete contact information, such as a name, email, or social media profile, and in return, it provides missing data points like phone numbers, additional social profiles (including LinkedIn, Twitter, and Facebook), and professional details like company name and job title. Primarily serving businesses from startups to larger enterprises, Orbitly's main use case is to supercharge sales pipelines by providing more avenues for engagement with potential customers. The exposure of personal contact and professional information on a platform like this creates privacy risks, as it centralizes data that could be exploited for targeted phishing campaigns, spam, and potentially unwanted contact. This compiled data, if accessed by malicious actors, could be used to craft convincing scams or for professional impersonation. To mitigate such risks, individuals should be cautious about the information they share publicly on professional networking sites and can request to have their data removed from Orbitly's database through their privacy center.",B2B Lead Generation,Custom Removals,False
16846,Oregon Arrests,https://www.oregonarrest.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
21334,OregonCourtRecords.us,https://oregoncourtrecords.us/,https://oregoncourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
21109,OregonPublicRecords.org,https://oregonpublicrecords.org/,,,,,,People Search Site,Ultimate,False
26685,"Orgio, Inc.",https://theorg.com/,https://theorg.com/opt-out,,,privacy@theorg.com,"The Org is a professional network platform that builds and displays public organizational charts for a vast number of companies. It aims to make organizations more transparent by providing detailed information on team structures, which is primarily used by recruiters, sales professionals, and job seekers to identify and connect with relevant individuals. The platform aggregates its data from multiple sources, including company websites, news releases, public social media profiles, and contributions from its user community. While the service focuses on professional data like names, job titles, and reporting structures, the public display of this information creates risks. Malicious actors could exploit these detailed hierarchies for targeted phishing scams, social engineering, or corporate espionage. To protect their information, individuals should be mindful of the professional data they share publicly and can request to have their personal information removed from the platform.",B2B Lead Generation,Custom Removals,False
20524,Outbrain,https://www.outbrain.com/,,,,privacy@outbrain.com,,Marketing,Core,True
20523,Outward Media,https://outwardmedia.com/,,,,privacy@outwardmedia.com,,B2B Lead Generation,Core,False
26532,"Owler, Inc.",https://owler.com/,,,,support@owler.com,"Owler is a community-driven business information platform that provides competitive intelligence and sales insights on over 15 million companies. Primarily serving sales professionals, marketers, and executives, the service offers detailed company profiles that include revenue estimates, employee counts, funding, and recent news. Subscribers can track companies of interest and receive real-time alerts on significant business events like acquisitions or leadership changes. Recently, Owler expanded its offerings to include B2B contact data, allowing users to access the names, job titles, email addresses, and phone numbers of key decision-makers within organizations. While this information is intended for professional B2B outreach, its availability poses privacy risks. The exposure of direct contact information can lead to an increase in unsolicited marketing communications, spam, and potentially targeted phishing attempts for employees. This data could be exploited by bad actors for business-related scams or to gather intelligence for social engineering attacks. To mitigate these risks, professionals should be mindful of the business information they share publicly. Individuals can also request that Owler remove their professional data from the platform to reduce their digital footprint.",B2B Lead Generation,Custom Removals,False
21396,Ownerly,https://www.ownerly.com/,https://www.beenverified.com/svc/optout/search/comprehensive_optouts,,,privacy@ownerly.com,"Ownerly.com is an online marketplace for people to buy and sell their unwanted household items. When you create an account on Ownerly.com, you provide personal information; your name, address, phone number, and email address. They also collect other information like your IP address and cookies. A disadvantage of having your personal information on Ownerly.com is you are at risk of being a victim of identity theft and cyber attacks. It’s important to be aware of the risks of sharing too much personal information online, and to take steps to protect yourself. If you are concerned about your online privacy, Optery helps you scan and remove your exposed private information. We cover more than 200 sites and other websites where you can find your personal information exposed. You can sign up for a free Exposure Scan and tools you can use to remove your information, or you can upgrade to one of our paid subscriptions and let our Opt Out Agents help you with the removals.",People Search Site,Extended,False
26608,Oxford University Press,https://oup.com/,,,,privacy@oup.com,"Oxford University Press (OUP) is a department of the University of Oxford and the world's largest university press, publishing a wide array of academic and educational materials globally. Their services are primarily focused on research, education, and English language teaching, offering scholarly works, textbooks, dictionaries, and digital learning resources. OUP's customers are students, academics, researchers, and educational institutions. As a major publisher with a significant digital presence, OUP collects personal information from its users and customers to process orders, provide access to online products, and for marketing purposes. While not a data broker in the traditional sense, the storage of customer data, including names, contact details, and purchase history, could present privacy risks if a data breach were to occur. To safeguard personal information, individuals should use strong, unique passwords for their OUP accounts and be cautious of phishing attempts. Users can also manage their data and marketing preferences by contacting OUP directly through the channels provided in their privacy policy.",Business Search,Custom Removals,False
20520,PBI Research,https://www.pbinfo.com/,,,,CCPARequests@pbinfo.com,,Marketing,Core,True
26493,PLCom.net,https://plcom.net/,,,,csr@plcom.net,"PLCom.net, which was formerly known as Pub360.com, operates as a people search directory, providing access to extensive public records and personal information for individuals across the United States. The site allows users to search for people and view a wide array of data, including full names, addresses, phone numbers, email addresses, family members, and even more sensitive details such as criminal records, court documents, and financial information like bankruptcies and liens. This easily accessible trove of personal data creates significant privacy risks, as it can be exploited by malicious actors for purposes of identity theft, stalking, doxxing, and harassment. The comprehensive nature of the profiles, which can also include professional history and social media links, makes it a powerful tool for those with ill intent. To safeguard their personal information, individuals should be cautious about what they share online and can request to have their data removed from PLCom.net's database through their opt-out process.",People Search Site,Custom Removals,False
20517,PLEXUSS,https://plexuss.com/,,,,compliance@plexuss.com,,Marketing,Core,True
18580,PROFILE.SYSTEMS,https://profile.systems/,,,,,,People Search Site,Core,False
21379,PacificEast,https://www.pacificeast.com/,https://www.pacificeast.com/contact-us-privacy/,,,privacy@pacificeast.com,,Marketing,Core,False
26559,Pages Jaunes Solutions numériques et médias Limitée,https://www.pagesjaunes.ca/,,,,privacy@yp.ca,"Pages Jaunes, or Yellow Pages in English, is a Canadian digital media and marketing solutions company that operates a comprehensive online directory of businesses across Canada. Primarily serving as a resource for finding local businesses and services, the platform provides users with detailed information such as contact details, addresses, hours of operation, and customer reviews. While the main focus is on business listings, the service also includes a ""Find a Person"" feature, which introduces privacy considerations by making personal contact information publicly searchable. This exposure of personal data, even if sourced from public records, can be leveraged by malicious actors for purposes like spam, phishing, and unsolicited contact. Individuals can request the removal or de-indexing of their personal information by contacting the company. To safeguard personal information, it is advisable to be cautious about the data shared publicly and to utilize the opt-out options provided by such directories.",Business Search,Custom Removals,False
26557,"Panjiva, Inc.",https://panjiva.com/,,,,,"Panjiva, a subsidiary of S&P Global, is a global trade data company that provides intelligence on international supply chains. The subscription-based platform offers access to billions of import and export shipment records from millions of companies worldwide, allowing users to search for suppliers, track competitors, and analyze global trade trends. Their primary customers include importers, exporters, supply chain professionals, and sales and marketing teams who use the data for lead generation, risk analysis, and market research. Panjiva's data is sourced from customs agencies and other commercial sources, which it then aggregates and cleans using machine-learning technologies. While the platform focuses on business-to-business data, the detailed shipping manifests can expose sensitive commercial information, such as supplier and customer relationships, shipment volumes, and product types. This transparency poses a risk of competitive intelligence exploitation, where rivals could use this information to identify a company's suppliers and disrupt their supply chain. Businesses concerned about this exposure can take steps to obscure their exporter details in shipping documents.",Business Search,Custom Removals,False
20690,Parade Pet,https://parade.pet/,,,,hello@goodboystudios.com,,Marketing,Core,True
20522,Paramount Direct Marketing,https://www.paramountdirectmarketing.com/,,,,ccpa@paramountdirectmarketing.com,,Marketing,Core,True
26721,ParcelLookup.com,https://parcellookup.com/,,,,,"Parcellookup.com is a domain used by various county assessor offices throughout the United States to provide public access to property parcel information. It is not a single company but rather a common web address for different local government entities that allow users to search for property data within their specific jurisdiction. These portals typically allow searches by owner name, address, or parcel number, revealing details such as property ownership, assessed value, sales history, and physical characteristics of the property. While this information is a matter of public record, its easy accessibility online can pose privacy risks. The availability of property ownership details linked to names and addresses can be exploited by individuals for purposes of doxxing, stalking, or targeted harassment. To mitigate these risks, individuals should be aware of what information is publicly available about them and can typically contact the specific county assessor's office to inquire about any options for redacting personal information from online databases.",People Search Site,Custom Removals,False
20846,Path2Response,https://path2response.com/,,,,agents@path2response.com,,Marketing,Core,True
27267,PeepLookup,https://peeplookup.com,,,,,"PeepLookup is a free online people search engine that allows users to find information about individuals in the United States by searching their name, phone number, or email address. The service aggregates publicly available data from sources like public records, social media, and online directories to compile profiles containing personal details such as names, addresses, and other contact information. One of its key features is providing these detailed results without requiring users to register for an account. The exposure of consolidated personal data on a freely accessible platform raises significant privacy concerns, as it makes individuals vulnerable to unwanted contact, harassment, stalking, and doxxing. Malicious actors could potentially misuse this readily available information for identity theft or fraud. To mitigate these risks, individuals should be cautious about the personal information they share online and can request the removal of their data from the platform through an opt-out process.",People Search Site,Custom Removals,False
26275,PeepsLocator,https://peepslocator.com/,,,,support@peepslocator.com,"PeepsLocator is a people search website that allows users to find individuals across the United States by searching their name, phone number, or address. The site aggregates public records and other data sources to provide reports containing personal information. These reports may include details such as full names, current and past addresses, phone numbers, relatives, and other personal data.
The availability of sensitive personal information on PeepsLocator exposes individuals to significant privacy and security risks, including identity theft, stalking, and financial fraud. Malicious actors can exploit this data for doxxing, harassment, or creating synthetic identities. To protect yourself from such data brokers and potential identity theft, it is crucial to be mindful of the information you share online and to actively seek the removal of your data from these databases by utilizing their opt-out procedures.",People Search Site,Custom Removals,False
16839,Pennsylvania Arrests,https://www.pennsylvaniaarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,People Search Site,Extended,False
21339,PennsylvaniaCourtRecords.us,https://pennsylvaniacourtrecords.us/,https://pennsylvaniacourtrecords.us/optout/,,,privacy@courtrecords.us,,People Search Site,Extended,False
21155,People Search Expert,https://www.peoplesearchexpert.com/,,https://www.optery.com/people-search-expert-how-to-opt-out-of-people-search-expert-step-by-step-instructions/,,,"People Search Expert is a data broker that collects personal information from over 70 million public records of US residents and sells it to third party businesses and organizations. The information they expose includes people’s complete names, addresses, phone numbers, emails, social media accounts. date of birth, relatives, and more. If you are concerned about your online privacy and security, Optery helps you scan and remove your exposed private information from sites like People Search Expert. We cover more than 200 sites where personal information is exposed. You can sign up for a free Exposure Scan and tools you can use to remove your information, or you can upgrade to one of our paid subscriptions and let our Opt out Agents help you with the removals.",People Search Site,Ultimate,False
21194,People-Search.org,https://www.people-search.org/,,https://www.optery.com/people-search-org-how-to-opt-out-of-people-search-org-step-by-step-instructions/,,support@peoplesearch.org,"People-Search.org is a website that collects personal information by scanning billions of public records that include voting records, arrest records, criminal records, and marriage and divorce information. Performing a search will reveal phone numbers, previous addresses, aliases, age and date of birth, and family members. If you are concerned about online privacy and security, Optery helps you scan and remove your exposed private information from sites like People-Search.org. You can sign up for a free Exposure Scan and tools you can use to remove your information, or you can upgrade to one of our paid subscriptions and let our Opt Out Agents help you with the removals.",People Search Site,Ultimate,False
26286,"People.ai, Inc.",https://peopleai.com/,,,,media@people.ai,"People.ai provides a revenue operations and intelligence platform that utilizes artificial intelligence to capture and analyze business activity data for sales, marketing, and customer success teams. The service automatically collects data from sources like emails, calendars, and virtual meetings to provide insights, improve sales productivity, and help companies forecast revenue more accurately. Its primary customers are enterprise-level B2B companies in industries such as technology, manufacturing, and telecommunications, with notable clients including Verizon, IBM, Cisco, and Zoom. By aggregating and analyzing professional contact and communication data, the platform creates detailed profiles and relationship maps, which can expose business contact information and interaction patterns. This concentration of business data, while valuable for sales, could be exploited by malicious actors for sophisticated phishing campaigns, social engineering, or corporate espionage if compromised. To mitigate these risks, individuals should be cautious about the business information they share and companies should utilize robust security measures. Users can also exercise their data rights, such as access or deletion requests, through the company's privacy management channels.",B2B Lead Generation,Custom Removals,False
21409,PeopleByName,http://www.peoplebyname.com/,http://www.peoplebyname.com/remove.php,,,support@peoplebyname.com,"PeopleByName is a provider of reverse phone number lookup services in the US and Canada. With over a billion records in its database, it can provide you with a full report on almost any phone number. The information that’s associated with the phone number includes its full name, address, and history. With the amount of sensitive information they share online, it is obvious that this information is exposed to possibilities of fraud and cybercrimes. For this reason, it is crucial that we limit the amount of data that is publicly available online in order to reduce the risk of privacy abuses.",People Search Site,Core,False
26649,"PeopleConnect, Inc.",https://peopleconnect.us/,https://peopleconnect.us/california-privacy-rights-disclosure,,,privacy@peopleconnect.us,"PeopleConnect, Inc. is a major player in the data broker industry, operating a large network of people search websites including Intelius, TruthFinder, Instant Checkmate, and US Search. The company aggregates vast amounts of public records to create detailed profiles on individuals, allowing users to search for people, conduct background checks, and perform reverse phone and address lookups. This compilation of personal data, such as full names, addresses, phone numbers, dates of birth, and employment history, is made easily accessible online. The availability of such comprehensive personal information poses significant privacy risks, including increased vulnerability to stalking, identity theft, fraud, and doxxing by making it simple for malicious actors to find and exploit sensitive details. To mitigate these risks, individuals should be mindful of the information they share publicly and can request the removal or suppression of their records from PeopleConnect's databases through their privacy center.",People Search Site,Custom Removals,False
21054,PeopleDataLabs,https://www.peopledatalabs.com/,https://www.peopledatalabs.com/do-not-sell-or-share,,,optout-request-optery@privacy-auto.pdlnotices.com,,B2B Lead Generation,Extended,False
26627,PeopleFastFind,https://peoplefastfind.com/,,,,,"PeopleFastFind is a people search engine that provides the public with access to a variety of personal information and background check data. The service gathers information from public records, court records, and other databases to compile profiles on individuals. Users can search for people by name, phone number, or address to find details such as contact information, age, relatives, and even criminal records. The accessibility of such comprehensive personal data on a single platform creates significant privacy concerns, as it can be exploited for stalking, identity theft, doxxing, and harassment. Bad actors can easily leverage this information to target individuals. To mitigate these risks, it is wise to be cautious about the personal information shared online and to actively seek the removal of your data from such databases.",People Search Site,Custom Removals,False
21088,PeopleFind.com,https://www.peoplefind.com/,https://www.intelius.com/privacy-center,,,,,People Search Site,Ultimate,False
21223,PeopleFinder,https://www.peoplefinder.com/,https://suppression.peopleconnect.us/login,,,support@mailer.intelius.com,,People Search Site,Ultimate,False
26313,PeopleFinder.Info,https://peoplefinder.info/,https://peoplefinder.info/optout,,,support@peoplefinder.info,"PeopleFinder.info is a people search engine that aggregates hundreds of millions of public records from all 50 states, allowing users to find individuals by name, phone number, or address. The service provides detailed reports that can include current and past addresses, phone numbers, email addresses, relatives, and associates. For a fee, users can also access more in-depth information such as criminal records, bankruptcies, property records, and other background check details. The accessibility of such comprehensive personal data poses significant privacy risks, making it easier for individuals to be targeted for stalking, identity theft, doxxing, or harassment. Bad actors can exploit this information to piece together detailed profiles for malicious purposes. To mitigate these risks, individuals should be mindful of the information they share publicly and can request to have their data removed from the site's search results through an opt-out process.",People Search Site,Custom Removals,False
18328,PeopleFinders,https://www.peoplefinders.com/,https://www.peoplefinders.com/opt-out,https://www.optery.com/peoplefinders-how-to-opt-out-of-peoplefinders-step-by-step-instructions/,,,"PeopleFinders is a website with a people search engine able to access over 120 billion US public records. Detailed contact information, background information, names of relatives, age, criminal records, and more can be obtained by searching with a name, phone number, email address or physical address.",People Search Site,Ultimate,False
21424,PeopleLooker,https://www.peoplelooker.com/,https://www.peoplelooker.com/app/optout/form,https://www.optery.com/peoplelooker-how-to-opt-out-and-remove-yourself-from-peoplelooker-step-by-step-instructions/,https://www.youtube.com/watch?v=lka_YaSaAaw,support@peoplelooker.com,"PeopleLooker is a data broker site that has access to millions of public records. Searches using names, email addresses, physical addresses, and phone numbers can be done to obtain names of relatives, photos, education, death records, traffic tickets, job information, contact information, social media profiles and usernames, criminal records and other personal information.",People Search Site,Extended,False
